423;radar_station;85.00;10.00;56.00;2.25;0
423;supply_node;85.00;9.95;123.00;2.25;0
423;arms_factory;197.00;9.90;84.00;5.61;0
423;arms_factory;203.00;9.90;18.00;3.45;0
423;arms_factory;23.00;9.90;210.00;6.11;0
423;arms_factory;85.00;9.93;75.00;1.39;0
423;arms_factory;142.00;9.90;210.00;4.06;0
423;arms_factory;147.00;9.90;156.00;1.90;0
423;industrial_complex;115.00;9.90;83.00;2.00;0
423;industrial_complex;84.00;10.00;166.00;6.12;0
423;industrial_complex;48.00;9.90;146.00;2.50;0
423;industrial_complex;85.00;10.00;52.00;5.17;0
423;industrial_complex;166.00;9.90;146.00;1.90;0
423;industrial_complex;27.00;9.95;148.00;4.57;0
423;air_base;140.00;9.90;19.00;0.95;0
423;naval_base;110.00;9.90;213.00;-3.39;9892
423;bunker;84.00;9.95;125.00;0.35;0
423;coastal_bunker;80.00;9.50;17.00;-0.38;0
423;dockyard;18.00;9.50;80.00;-1.01;0
423;anti_air_building;52.00;9.90;84.00;2.06;0
423;anti_air_building;84.00;10.00;177.00;5.08;0
423;anti_air_building;171.00;9.90;84.00;0.00;0
423;synthetic_refinery;85.00;9.95;63.00;4.12;0
423;fuel_silo;21.00;9.90;208.00;0.86;0
423;rocket_site;83.00;9.90;73.00;2.07;0
423;nuclear_reactor;166.00;9.90;82.00;6.19;0
423;floating_harbor;74.41;9.50;10.50;-3.52;8866
1;arms_factory;328.00;10.10;1826.00;1.16;0
1;arms_factory;368.00;9.90;1898.00;5.28;0
1;arms_factory;423.00;10.85;1875.00;0.20;0
1;arms_factory;424.00;11.10;1871.00;3.22;0
1;arms_factory;314.00;10.28;1808.00;5.88;0
1;arms_factory;412.00;12.40;1816.00;2.26;0
1;industrial_complex;392.00;10.78;1833.00;0.11;0
1;industrial_complex;348.00;9.90;1832.00;1.67;0
1;industrial_complex;357.00;10.20;1818.00;5.79;0
1;industrial_complex;378.00;10.40;1843.00;0.71;0
1;industrial_complex;384.00;10.50;1836.00;4.83;0
1;industrial_complex;401.00;11.45;1852.00;0.11;0
1;air_base;366.15;10.40;1831.09;2.78;0
1;supply_node;399.00;11.10;1833.00;1.36;0
1;supply_node;375.00;10.00;1890.00;2.84;0
1;supply_node;406.00;10.30;1890.00;5.77;0
1;supply_node;407.00;11.70;1855.00;3.54;0
1;supply_node;386.00;10.70;1861.00;5.01;0
1;supply_node;419.00;13.28;1820.00;1.67;0
1;supply_node;430.00;10.50;1879.00;4.25;0
1;supply_node;332.00;10.00;1829.00;0.90;0
1;supply_node;367.00;10.40;1828.00;3.84;0
1;supply_node;345.00;10.00;1818.00;0.14;0
1;supply_node;380.00;10.50;1837.00;3.08;0
1;supply_node;338.00;10.93;1804.00;4.56;0
1;supply_node;316.00;10.32;1805.00;2.31;0
1;supply_node;396.00;11.40;1817.00;5.25;0
1;supply_node;366.00;10.30;1843.00;0.45;0
1;supply_node;391.00;10.20;1907.00;4.49;0
1;supply_node;322.00;11.00;1789.00;5.96;0
1;supply_node;352.00;17.02;1786.00;2.61;0
1;supply_node;371.00;9.90;1915.00;5.20;0
1;supply_node;343.00;9.90;1861.00;1.85;0
1;supply_node;410.00;10.00;1908.00;4.79;0
1;supply_node;427.00;11.43;1847.00;1.09;0
1;supply_node;346.00;9.93;1843.00;4.03;0
1;supply_node;372.00;10.20;1871.00;5.50;0
1;supply_node;362.00;10.40;1813.00;3.26;0
1;supply_node;393.00;10.70;1877.00;6.20;0
1;supply_node;417.00;11.20;1872.00;1.39;0
1;supply_node;358.00;10.00;1866.00;5.43;0
1;supply_node;367.00;10.30;1854.00;0.63;0
1;supply_node;352.00;10.00;1852.00;3.57;0
1;supply_node;388.00;10.55;1847.00;1.33;0
1;supply_node;415.00;11.80;1836.00;2.80;0
1;supply_node;354.00;10.05;1837.00;5.74;0
1;supply_node;317.00;10.00;1829.00;2.04;0
1;supply_node;355.00;10.00;1828.00;4.98;0
1;supply_node;381.00;11.05;1822.00;1.63;0
1;supply_node;310.00;10.00;1818.00;4.21;0
1;supply_node;324.00;10.30;1818.00;0.87;0
1;supply_node;375.00;10.70;1813.00;2.34;0
1;supply_node;303.00;9.93;1802.00;0.10;0
1;supply_node;408.00;11.90;1805.00;3.04;0
1;supply_node;379.00;13.05;1800.00;4.52;0
1;supply_node;358.00;13.28;1800.00;2.27;0
1;supply_node;393.00;13.35;1798.00;3.75;0
1;naval_base;329.00;9.90;1835.00;-3.34;9463
1;naval_base;417.00;9.90;1901.00;-3.93;9278
1;naval_base;297.00;9.50;1805.00;-1.11;9463
1;naval_base;336.00;9.50;1857.00;-2.55;9463
1;naval_base;363.00;9.50;1912.00;-1.57;9611
1;naval_base;344.00;9.50;1837.00;-0.98;9463
1;naval_base;342.00;9.93;1823.00;-3.14;9463
1;naval_base;403.00;9.90;1917.00;-3.39;9278
1;naval_base;426.00;9.90;1896.00;-3.08;9278
1;naval_base;313.00;9.50;1831.00;-2.82;9463
1;naval_base;361.00;9.65;1892.00;-1.74;9463
